title_corrected,title,link,citation,
,Direct and indirect effects of invasive species: Biodiversity loss is a major mechanism by which an invasive tree affects ecosystem functioning, https://doi.org/10.1111/1365-2745.13268,"Linders, T.E.W., Schaffner, U., Eschen, R., Abebe, A., Choge, S.K., Nigatu, L., Mbaabu, P.R., Shiferaw, H., Allan, E., 2019. Direct and indirect effects of invasive species: Biodiversity loss is a major mechanism by which an invasive tree affects ecosystem functioning. Journal of Ecology 107, 2660–2672. https://doi.org/10.1111/1365-2745.13268"
,Climate Change and Violent Conflict in East Africa: Integrating Qualitative and Quantitative Research to Probe the Mechanisms,https://academic.oup.com/isr/article/20/4/547/4616607,"van Baalen, S., Mobjörk, M., 2018. Climate Change and Violent Conflict in East Africa: Integrating Qualitative and Quantitative Research to Probe the Mechanisms. International Studies Review 20, 547–575. https://doi.org/10.1093/isr/vix043"
,Summarizing the Evidence on the International Trade in Illegal Wildlife,https://doi.org/10.1007/s10393-010-0317-y,"Rosen, G.E., Smith, K.F., 2010. Summarizing the Evidence on the International Trade in Illegal Wildlife. EcoHealth 7, 24–32. https://doi.org/10.1007/s10393-010-0317-y"
,Fake processed food is becoming an epidemic in African urban life,https://qz.com/africa/1226112/fake-food-or-fraud-food-in-nigeria-kenya-and-other-african-countries/,"Nwuneli, N., n.d. Fake processed food is becoming an epidemic in African urban life [WWW Document]. Quartz. URL https://qz.com/africa/1226112/fake-food-or-fraud-food-in-nigeria-kenya-and-other-african-countries/ (accessed 8.2.21)."
,Multiplex networks reveal geographic constraints on illicit wildlife trafficking,https://doi.org/10.1007/s41109-020-00262-6,"Arroyave, F.J., Petersen, A.M., Jenkins, J., Hurtado, R., 2020. Multiplex networks reveal geographic constraints on illicit wildlife trafficking. Appl Netw Sci 5, 1–20. https://doi.org/10.1007/s41109-020-00262-6"
,The Mount Kenya Trust,https://www.tusk.org/projects/the-mount-kenya-trust/,"Tusk | The Mount Kenya Trust, n.d. URL https://www.tusk.org/projects/the-mount-kenya-trust/ (accessed 8.2.21)."
World Wildlife Crime Report 2020: Trafficking in protected species. UN Office on Drugs and Crime.,World Wildlife Crime Report 2020,https://www.unodc.org/documents/data-and-analysis/wildlife/2020/World_Wildlife_Report_2020_9July.pdf,"UNODC, 2020. World Wildlife Crime Report 2020: Trafficking in protected species. UN Office on Drugs and Crime."
,"How the Illegal Wildlife Trade is Fueling Armed Conflict.",https://www.jstor.org/stable/43773711,"Barron, D.H., 2015. How the Illegal Wildlife Trade is Fueling Armed Conflict. Georgetown Journal of International Affairs 16, 217–227."
,Wildlife protection and trafficking assessment in Kenya: Drivers and trends of transnational wildlife crime in Kenya and its role as a transit point for trafficked species in East Africa,http://www.trafficj.org/publication/16_Wildlife_Protection_and_Trafficking_Assessment_Kenya.pdf,"Weru, S., 2016. Wildlife protection and trafficking assessment in Kenya: Drivers and trends of transnational wildlife crime in Kenya and its role as a transit point for trafficked species in East Africa. TRAFFIC."
,Invasive species and Africa,http://www.icipe.org/news/invasive-species-and-africa,"Invasive species and Africa | icipe - International Centre of Insect Physiology and Ecology [WWW Document], n.d. URL http://www.icipe.org/news/invasive-species-and-africa (accessed 8.2.21)."
,Invasive Africa: Prosopis,https://www.cde.unibe.ch/forschung/projekte/woody_invasive_alien_species_in_east_africa/index_ger.html,"Woody invasive alien species in East Africa [WWW Document], 2020. . Centre for Development and Environment (CDE). URL https://www.cde.unibe.ch/forschung/projekte/woody_invasive_alien_species_in_east_africa/index_ger.html (accessed 8.2.21)."
,Assessment of the abnormal growth of floating macrophytes in Winam Gulf (Kenya) by using MODIS imagery time series.,https://doi.org/10.1016/j.jag.2011.09.002,"Fusilli, L., Collins, M.O., Laneve, G., Palombo, A., Pignatti, S., Santini, F., 2013. Assessment of the abnormal growth of floating macrophytes in Winam Gulf (Kenya) by using MODIS imagery time series. International Journal of Applied Earth Observation and Geoinformation, Earth Observation and Geoinformation for Environmental Monitoring 20, 33–41. https://doi.org/10.1016/j.jag.2011.09.002"
,"Modeling Invasive Plant Species in Kenya’s Northern Rangelands.",https://doi.org/10.3389/fenvs.2020.00069,"Ouko, E., Omondi, S., Mugo, R., Wahome, A., Kasera, K., Nkurunziza, E., Kiema, J., Flores, A., Adams, E.C., Kuraru, S., Wambua, M., 2020. Modeling Invasive Plant Species in Kenya’s Northern Rangelands. Front. Environ. Sci. 8, 69. https://doi.org/10.3389/fenvs.2020.00069"
,"Ecological manipulation of psidium guajava to facilitate secondary forest succession in tropical forests.","https://doi.org/10.12911/22998993/125586","Otuoma, J., Nyongesah, J.M., Owino, J., Onyango, A.A., Okello, V.S., 2020. Ecological manipulation of psidium guajava to facilitate secondary forest succession in tropical forests. Journal of Ecological Engineering 21, 210–221. https://doi.org/10.12911/22998993/125586"
,Tree diversity in a human modified riparian forest landscape in semi-arid Kenya.,https://doi.org/10.1016/j.foreco.2018.11.030,"Schmitt, C.B., Kisangau, D., Matheka, K.W., 2019. Tree diversity in a human modified riparian forest landscape in semi-arid Kenya. Forest Ecology and Management 433, 645–655. https://doi.org/10.1016/j.foreco.2018.11.030"
,Invasive tree species detection in the Eastern Arc Mountains biodiversity hotspot using one class classification.,"https://doi.org/10.1016/j.rse.2018.09.018"
,"Piiroinen, R., Fassnacht, F.E., Heiskanen, J., Maeda, E., Mack, B., Pellikka, P., 2018. Invasive tree species detection in the Eastern Arc Mountains biodiversity hotspot using one class classification. Remote Sensing of Environment 218, 119–131. https://doi.org/10.1016/j.rse.2018.09.018"
,"Biodiversity loss, emerging pathogens and human health risks.",https://doi.org/10.1007/s10531-020-02021-6,"Schmeller, D.S., Courchamp, F., Killeen, G., 2020. Biodiversity loss, emerging pathogens and human health risks. Biodivers Conserv 29, 3095–3102. https://doi.org/10.1007/s10531-020-02021-6"
,Kenya National Biodiversity Strategy & Action Plan 2019 - 2030,https://meas.nema.go.ke/frontpage/download/Meas/Biodiversity/Plans-and-Strategies/KENYA-NBSAPFINAL-DRAFT.pdf,"Ministry of Environment & Forestry in Kenya, 2020. Kenya National Biodiversity Strategy & Action Plan 2019 - 2030."
,Application of multivariate statistical analysis and water quality index in health risk assessment by domestic use of river water. Case study of Tana River in Kenya.,https://doi.org/10.1016/j.psep.2019.11.006,"Njuguna, S.M., Onyango, J.A., Githaiga, K.B., Gituru, R.W., Yan, X., 2020. Application of multivariate statistical analysis and water quality index in health risk assessment by domestic use of river water. Case study of Tana River in Kenya. Process Safety and Environmental Protection 133, 149–158. https://doi.org/10.1016/j.psep.2019.11.006"
,An assessment of the distribution and potential ecological impacts of invasive alien plant species in eastern Africa.,https://doi.org/10.1080/0035919X.2018.1529003,"Witt, A., Beale, T., Wilgen, B.W. van, 2018. An assessment of the distribution and potential ecological impacts of invasive alien plant species in eastern Africa. Transactions of the Royal Society of South Africa 73, 217–236. https://doi.org/10.1080/0035919X.2018.1529003"
,Conserving Africa’s wildlife and wildlands through the COVID-19 crisis and beyond.,"https://doi.org/10.1038/s41559-020-1275-6"
,"Lindsey, P., Allan, J., Brehony, P., Dickman, A., Robson, A., Begg, C., Bhammar, H., Blanken, L., Breuer, T., Fitzgerald, K., Flyman, M., Gandiwa, P., Giva, N., Kaelo, D., Nampindo, S., Nyambe, N., Steiner, K., Parker, A., Roe, D., Thomson, P., Trimble, M., Caron, A., Tyrrell, P., 2020. Conserving Africa’s wildlife and wildlands through the COVID-19 crisis and beyond. Nature Ecology & Evolution 4, 1300–1310. https://doi.org/10.1038/s41559-020-1275-6"
